KO,Bd_1_20,Bd_1_29,Bd_2_20,Bd_2_29,Bd_4_20,Bd_4_29,Bd_5_20,Bd_5_29
K02395,0,0,0,0,0,0,0,0
K02387,18,1,84,10,93,2,108,34
K02388,7,2,25,1,40,0,39,5
K02389,25,0,36,4,77,0,127,7
K02390,24,2,121,2,173,2,124,18
K02392,14,0,48,2,83,0,100,4
K02393,8,0,17,0,47,0,40,2
K02394,5,0,34,10,102,0,110,0
K02395,3,0,0,0,59,0,47,0
K02396,8,0,29,0,125,0,132,0
K02397,10,0,38,0,144,0,103,2
K21023,0,0,1,0,3,0,5,0
K02048,11,2,16,0,83,0,88,0
K09004,2,0,2,0,23,0,23,2
K02477,0,0,0,0,0,0,0,0
K07262,0,0,0,0,0,0,0,0
K03406,1,0,14,0,117,0,150,4
K03581,1,0,6,0,16,0,33,4
K03582,8,0,29,0,199,0,212,0
K03583,15,0,33,0,321,0,295,2
K11527,22,0,35,1,246,0,274,6
K02303,0,0,0,0,0,0,0,0
K00140,1,0,2,0,117,0,156,1
K07183,0,0,0,0,0,0,0,0
K03337,5,0,13,0,63,1,65,0
K03335,0,0,0,0,0,0,0,0
K03336,2,0,6,1,80,0,86,0
K03338,16,0,20,8,132,0,154,0
K02057,5,0,16,0,91,0,88,4
K02058,4,0,17,0,106,0,152,0
K00010,2,0,16,0,125,0,123,0
K00010,2,0,4,0,99,0,76,0
K12243,14,0,24,0,190,0,210,0
K16088,2,0,6,0,387,0,411,0
K06920,4,1,28,0,152,0,163,0
K07278,32,2,38,1,413,0,393,18
K09800,16,0,70,0,649,0,803,2
K09962,0,0,0,0,0,0,0,0
K11717,18,0,91,0,185,0,216,31
K00640,1,0,0,2,143,0,189,1
K15461,2,0,10,0,254,0,325,1
K00375,2,0,39,0,177,0,194,2
K01246,0,0,0,0,0,0,0,0
K13936,0,0,0,0,9,0,21,0
K07734,0,0,0,0,0,0,0,0
K07346,6,0,9,0,105,0,73,6
K02014,16,0,40,1,320,0,293,0
K03811,1,0,0,2,161,0,205,0
K02030,0,0,1,0,43,0,21,0
K06911,2,2,5,0,131,0,230,0
K17837,14,0,12,2,126,0,93,19
K07096,2,0,8,0,74,0,99,1
K08325,2,2,8,2,116,0,102,10
K16137,0,0,1,0,103,0,99,16
K08591,9,0,19,0,97,0,114,7
K07038,8,0,68,4,256,0,227,0
K03455,29,0,57,12,385,2,422,10
K10716,6,0,49,12,205,0,187,13
K00648,4,0,30,1,93,0,105,10
K13075,3,1,28,0,112,0,116,6
K15537,11,1,23,6,242,1,269,3
K00508,5,0,16,0,209,1,195,0
K07071,22,2,44,2,181,0,153,4
K03735,17,6,111,2,163,0,216,24
K25706,0,0,0,0,1,0,3,0
K03736,0,0,0,0,0,0,0,0
K01626,1,0,4,0,154,0,129,1
K07486,3,0,29,1,169,0,155,7
K02970,41,6,92,27,140,2,107,38
K09117,8,0,60,3,112,0,128,8
K02316,30,1,92,4,297,0,269,30
K03086,66,3,210,10,418,0,397,65
K03111,8,2,25,4,248,0,199,6
K03406,3,0,8,2,222,0,284,4
K11927,15,4,97,8,314,4,296,29
K15894,14,0,100,8,268,0,242,14
K24310,8,2,44,4,105,0,142,4
K13012,7,0,4,0,136,0,137,0
K24300,4,0,29,0,358,0,476,5
K04759,0,0,1,0,4,0,2,1
K04758,7,0,25,0,60,0,44,1
K02192,4,0,19,4,81,0,47,5
K03832,1,0,11,5,51,0,42,4
K07336,8,0,2,1,61,0,32,1
K16211,28,2,47,0,133,0,107,13
K03594,0,0,0,0,0,0,0,0
K05341,14,0,50,1,121,0,134,3
K02014,6,0,27,2,310,0,297,2
K02529,0,9,4,3,271,4,316,70
K00799,18,0,35,0,107,2,74,4
K01756,14,2,29,2,346,0,404,31
K12262,0,0,6,0,124,0,153,2
K01303,0,0,0,0,6,0,4,0
K03294,6,0,10,0,217,0,194,1
K03293,2,0,29,0,475,0,475,9
K15371,139,0,338,8,492,2,515,22
K06077,0,0,0,0,0,0,0,0
K09983,0,0,0,0,0,0,0,0
K05526,0,0,0,0,0,0,0,0
K01484,80,4,283,2,278,2,213,24
K06447,33,0,76,1,228,0,240,2
K00673,51,0,107,0,241,0,231,0
K00673,2,0,36,0,213,0,225,0
K15973,3,3,75,12,251,0,306,35
K00799,3,1,9,0,55,0,53,2
K03074,0,0,0,0,0,0,0,0
K03072,17,0,75,0,331,0,326,8
K00773,18,2,42,2,194,3,142,9
K03210,0,0,0,0,0,0,0,0
K07568,2,0,29,2,242,0,188,8
K03655,12,0,28,10,234,0,185,35
K00078,6,2,25,2,169,0,225,0
K13935,0,0,0,0,0,0,0,0
K13934,0,0,12,0,22,0,38,0
K13933,0,0,2,0,38,0,47,0
K13932,4,0,10,4,62,0,45,1
K13930,0,0,0,0,15,0,15,1
K13929,6,0,11,2,48,0,49,0
K13931,0,0,0,0,0,0,0,0
K13928,1,4,16,4,89,0,95,2
K18831,0,0,0,0,0,0,0,0
K00697,9,2,45,4,133,0,177,11
K01087,0,0,0,0,0,0,0,0
K24160,0,2,42,0,102,0,97,5
K13636,1,0,4,0,15,0,37,0
K01753,7,0,39,2,59,0,76,3
K02014,3,2,25,4,187,0,208,4
K00117,8,0,11,4,201,0,165,8
K07234,0,0,0,0,0,0,0,0
K07673,21,0,77,2,111,0,107,36
K07684,0,0,0,0,0,0,0,0
K03639,28,0,35,11,99,6,139,18
K00370,6,0,13,2,280,0,301,2
K00374,0,0,0,0,0,0,0,0
K00371,0,0,0,0,0,0,0,0
K00373,0,0,0,0,0,0,0,0
K06894,25,0,59,0,140,0,177,1
K09934,0,0,0,0,0,0,0,0
K02066,5,0,17,2,168,0,159,10
K02065,3,0,46,0,197,0,243,4
K02067,16,0,24,2,205,0,256,4
K18480,9,0,19,0,53,0,64,0
K07018,5,0,31,0,149,0,161,4
K22474,0,0,0,0,6,0,7,0
K07258,0,0,0,0,0,0,0,0
K06151,0,0,2,0,211,0,273,0
K06152,1,0,9,0,195,0,205,0
K17103,0,0,0,0,1,0,0,0
K03650,0,0,1,0,0,0,0,0
K03217,16,2,82,2,278,2,289,20
K08998,1,0,8,2,32,0,54,0
K03536,1,0,2,0,72,0,47,0
K02313,9,0,25,0,380,2,498,14
K02338,17,0,82,0,433,0,397,30
K02470,25,2,92,4,505,0,626,13
K07497,0,0,0,0,0,0,0,0
K00558,50,10,220,14,420,2,452,64
K03497,24,2,77,11,42,0,47,13
K03497,15,1,48,2,66,0,51,3
K06400,2,0,8,6,236,0,213,4
K14441,4,0,10,0,90,0,107,8
K01760,10,0,45,0,173,0,142,9
K09930,1,0,1,0,2,0,7,0
K03723,13,1,13,0,127,0,127,0
K01079,0,0,0,0,0,0,0,0
K03406,30,2,73,2,228,0,178,14
K03406,15,0,14,0,117,0,65,0
K21023,2,0,4,0,82,0,132,0
K01046,19,0,15,0,29,0,23,0
K05366,11,0,21,0,216,0,172,6
K00662,0,0,0,0,0,0,0,0
K07039,0,0,0,0,0,0,1,0
K03305,6,2,55,6,107,0,123,9
K06966,30,8,152,8,213,0,190,36
K02525,18,2,24,16,116,4,106,85
K02030,0,3,6,4,108,2,154,21
K02029,0,1,0,2,62,0,43,1
K02029,4,0,2,0,46,0,41,0
K02028,0,0,1,0,59,0,92,1
K00874,0,0,2,0,75,0,124,0
K00032,0,0,4,0,56,0,80,0
K04567,0,0,0,0,2,0,5,0
K19181,0,0,0,0,0,0,0,0
K01838,8,0,28,0,87,0,67,1
K02836,3,0,31,0,110,0,104,3
K01119,8,0,35,0,216,0,200,8
K07126,0,0,0,0,0,0,0,0
K01999,61,0,202,6,246,2,208,22
K01997,9,0,10,0,118,0,148,0
K01998,0,0,1,0,62,0,108,0
K07052,6,0,4,2,121,0,171,2
K07001,0,0,17,6,239,0,224,4
K05791,2,0,3,0,14,0,11,1
K05795,2,0,2,0,36,0,14,0
K09799,17,0,38,2,161,0,163,12
K01286,1,1,2,1,42,0,37,1
K03717,0,0,0,0,0,0,0,0
K08195,4,0,18,8,304,0,269,2
K03699,0,0,2,0,35,0,33,6
K07152,2,0,5,0,45,0,48,0
K02257,2,0,2,0,34,0,57,2
K02259,0,6,15,2,173,0,208,2
K14998,0,0,14,3,108,0,107,2
K02276,5,0,16,0,124,0,145,5
K02274,7,0,54,5,220,0,231,4
K02258,0,0,0,0,0,0,0,0
K02275,13,0,65,2,359,0,354,19
K02169,41,1,83,8,320,0,387,32
K02242,0,0,0,0,0,0,0,0
K03216,0,0,0,0,0,0,0,0
K21345,14,2,50,2,157,2,136,25
K04761,13,0,134,4,152,1,252,28
K03179,3,0,22,0,164,0,198,6
K05594,9,0,112,5,96,2,85,17
K03088,0,0,9,0,44,0,58,2
K00286,0,0,0,0,0,0,0,0
K06997,11,0,31,0,100,1,109,4
K02669,5,0,16,0,271,0,331,0
K02670,5,0,12,0,184,0,200,4
K00432,0,0,2,0,128,0,95,0
K21023,10,0,50,0,180,0,168,22
K11473,0,0,0,0,0,0,0,0
K11472,7,2,7,2,72,0,77,4
K00104,12,0,52,0,173,0,160,0
K00798,2,0,15,0,51,0,74,3
K18917,0,0,0,0,0,0,0,0
K01662,14,0,31,0,207,1,219,6
K00795,15,4,52,0,197,0,196,8
K03602,19,1,21,2,47,0,58,25
K02456,20,2,142,6,161,0,153,39
K02453,25,4,56,2,261,1,272,2
K02456,2,0,1,0,49,0,60,0
K03980,1,0,0,3,48,0,39,1
K09005,18,4,30,18,118,0,76,28
K06181,4,2,18,2,66,2,50,5
K00031,36,6,160,4,276,0,253,10
K06891,7,2,111,31,84,0,63,78
K03694,298,23,1517,89,652,8,493,252
K08676,21,0,40,0,297,0,359,4
K02477,0,0,0,0,0,0,0,0
K02478,5,0,8,0,80,0,44,0
K02688,0,0,10,0,99,0,146,2
K21023,42,0,56,0,359,0,428,20
K01142,0,0,0,0,0,0,0,0
K01255,2,0,5,0,6,0,9,1
K05805,0,0,0,0,0,0,0,0
K07091,16,0,73,0,189,0,166,25
K11720,9,0,16,0,103,0,110,9
K02303,0,0,3,0,13,0,20,0
K00956,10,2,37,1,69,0,72,4
K00957,8,0,20,1,188,0,250,3
K00390,5,0,5,0,51,0,73,0
K00381,4,0,6,0,77,0,103,2
K07090,2,2,19,0,185,1,210,4
K13634,7,2,37,4,161,0,172,19
K02411,13,0,13,2,45,0,65,0
K02410,0,0,0,0,0,0,0,0
K02409,13,0,30,0,129,4,135,14
K21087,0,0,8,1,91,0,122,0
K02408,0,0,0,0,0,0,0,0
K02407,25,0,62,5,191,0,170,8
K04061,0,0,0,0,0,0,0,0
K02423,0,0,0,0,0,0,0,0
K02422,0,0,0,0,0,0,0,0
K02406,45,7,130,18,143,0,163,25
K06603,0,0,0,0,0,0,0,0
K09667,15,0,52,0,299,0,392,20
K08678,0,0,6,0,97,0,176,2
K13590,0,0,3,0,7,0,3,2
K07675,6,0,41,0,200,0,129,7
K07689,0,0,0,0,0,0,0,0
K01139,3,0,53,0,134,0,119,10
K04760,0,0,0,0,0,0,0,0
K00942,14,5,100,23,139,1,163,43
K03060,0,0,0,0,0,0,0,0
K00989,14,0,60,2,106,0,145,18
K01519,14,0,59,4,113,0,115,33
K02495,0,0,2,0,1,0,2,0
K03406,46,0,128,2,210,0,177,9
K00616,1,0,7,0,32,0,17,2
K11904,25,0,54,2,254,0,273,6
K19337,0,0,0,0,0,0,0,0
K00036,6,2,23,1,128,1,168,2
K03415,4,0,37,0,46,1,54,14
K01810,6,0,14,4,121,0,169,7
K01690,48,6,87,16,290,2,326,31
K01625,21,0,38,2,65,0,87,2
K01419,18,0,105,4,103,0,90,35
K06204,10,3,142,9,85,2,87,71
K09921,4,0,15,3,34,0,37,4
K07126,46,2,75,4,95,0,127,3
K01778,0,0,0,0,0,0,0,0
K02517,16,0,52,0,137,2,103,1
K02517,5,0,8,2,123,2,137,4
K00789,103,12,801,59,435,10,469,295
K01251,85,6,440,25,566,0,478,132
K08972,2,1,11,0,97,0,116,2
K00297,18,0,13,2,43,0,31,0
K01934,0,0,0,0,0,0,4,0
K08309,44,2,123,8,344,0,345,11
K00799,2,0,19,1,91,0,108,1
K03719,0,0,0,0,0,0,0,0
K00457,50,2,155,2,419,0,442,28
K04090,220,4,418,2,973,4,966,44
K03797,24,0,119,0,367,4,392,20
K02014,14,0,24,0,561,0,599,12
K03429,4,0,10,0,202,0,188,0
K11745,0,0,0,0,0,0,1,0
K08602,2,0,1,0,19,0,19,0
K03406,0,0,15,0,154,0,192,16
K14058,0,0,0,0,16,0,10,0
K01633,0,0,5,0,22,0,12,0
K03585,0,0,4,0,61,0,59,0
K09930,0,0,0,0,0,0,1,0
K01919,2,0,25,0,109,0,107,0
K01759,0,0,0,0,0,0,0,0
K04090,10,0,28,4,398,2,379,8
K14155,0,0,1,0,87,0,74,0
K07107,6,0,6,0,41,0,32,0
K01920,0,0,8,0,76,0,75,0
K02618,6,0,6,0,190,0,194,1
K16087,0,0,1,0,180,0,114,1
K02031,0,0,0,0,0,0,0,0
K02035,5,0,19,0,95,0,78,0
K01302,12,0,24,0,178,0,195,0
K03790,4,1,57,0,210,0,210,27
K04062,438,45,2711,77,395,8,341,437
K07038,0,0,2,0,62,0,67,11
K23514,4,0,12,2,49,0,51,5
K07165,14,0,41,0,91,0,74,4
K16088,0,0,20,0,146,0,190,2
K06911,0,0,0,0,0,0,0,0
K07397,0,0,0,0,0,0,0,0
K16074,2,0,6,0,63,0,85,2
K06140,6,0,5,0,14,1,10,2
K21023,2,2,10,0,42,0,59,1
K02837,3,0,4,0,15,0,10,0
K03406,0,0,3,0,139,0,164,0
K01890,109,4,138,7,157,0,89,26
K07689,0,0,0,0,0,0,0,0
K04764,0,0,0,0,0,0,0,0
K01889,36,0,59,0,168,0,175,2
K01868,167,11,326,78,185,8,123,149
K02887,0,0,0,0,0,0,0,0
K02916,0,0,0,0,0,0,0,0
K02520,0,0,0,0,0,0,0,0
K16568,12,0,44,2,224,0,141,16
K06987,7,0,31,2,67,0,103,5
K03297,0,0,0,0,0,0,0,0
K11741,3,2,40,4,47,1,57,11
K08987,2,0,26,0,132,0,162,6
K10680,9,4,34,9,142,2,202,39
K03192,0,0,0,0,0,0,0,0
K03189,1,0,1,0,36,2,47,0
K03188,0,0,0,0,8,0,2,0
K01428,1,0,1,0,50,0,58,0
K03187,0,0,0,0,0,0,0,0
K21023,1,0,3,0,105,0,134,0
K01429,0,0,0,0,0,0,0,0
K03190,0,0,0,0,0,0,0,0
K01430,0,0,0,0,0,0,0,0
K11893,104,0,140,8,233,8,206,56
K11896,0,0,0,2,244,0,281,0
K11895,0,0,4,0,79,0,101,0
K11904,0,0,10,0,322,0,381,2
K03830,0,0,0,0,0,0,1,0
K03321,0,1,4,0,50,0,53,2
K16137,5,1,16,0,85,0,87,2
K10979,0,0,2,0,115,0,141,2
K01971,0,0,0,0,1,0,2,0
K03296,0,0,19,0,82,2,80,5
K18903,0,0,0,0,0,0,0,0
K18901,0,0,2,0,174,0,173,6
K01066,0,0,0,4,134,2,111,11
K18900,2,4,6,2,157,0,209,8
K00018,4,2,16,0,88,0,115,0
K09983,0,0,0,0,0,0,0,0
K03932,2,0,1,0,35,0,21,1
K03790,1,0,8,2,52,0,69,1
K07666,58,2,155,7,102,4,103,22
K07645,13,0,44,2,95,0,88,3
K09136,10,2,25,1,116,0,141,2
K00954,0,0,0,0,0,0,0,0
K02014,14,3,65,1,498,0,577,20
K06998,12,8,26,4,180,0,180,16
K00102,0,0,0,0,0,0,0,0
K03561,2,0,26,0,98,0,120,0
K03559,2,0,8,0,34,0,49,0
K03832,10,0,21,0,69,0,70,0
K16087,6,0,24,0,333,0,297,1
K01937,35,0,140,2,306,0,330,40
K01689,13,0,93,5,229,0,219,11
K02014,2,0,18,4,128,0,161,1
K01126,0,0,0,0,0,0,0,0
K05589,0,0,0,0,0,0,0,0
K04083,0,0,8,0,238,0,280,0
K01726,10,0,94,1,152,1,122,18
K07053,46,6,145,2,133,2,138,22
K03799,40,2,211,2,199,0,204,28
K07566,22,4,92,8,61,0,82,13
K16868,10,0,18,4,78,2,102,13
K01714,32,4,107,2,158,0,225,39
K07287,28,2,65,2,94,0,102,8
K18850,59,6,406,21,339,4,196,104
K03555,11,2,72,1,193,0,151,17
K03775,0,0,0,0,0,0,0,0
K12132,25,2,88,1,224,2,230,17
K11891,1,0,0,2,257,0,260,0
K11890,0,0,0,0,68,0,50,0
K03286,0,0,0,0,1,0,0,0
K11892,0,0,0,0,0,0,0,0
K11893,0,0,2,0,120,0,109,0
K11906,0,0,2,1,113,0,113,0
K11901,0,0,0,0,50,0,33,0
K11907,2,0,4,0,384,2,430,0
K11902,8,2,25,0,76,0,105,2
K02030,2,4,22,0,83,0,92,4
K03098,2,0,8,0,116,2,131,2
K03406,86,4,228,22,307,2,222,56
K05812,0,0,12,2,117,0,116,8
K07232,0,0,0,0,0,0,0,0
K17737,11,1,21,4,75,2,107,3
K16171,20,0,69,2,115,2,143,2
K01801,6,2,9,0,75,0,53,0
K03648,16,0,22,0,70,0,72,4
K13643,158,18,343,73,130,17,137,337
K04487,82,16,413,60,263,5,213,220
K13628,16,0,58,12,73,3,62,23
K04082,5,0,23,2,52,1,45,6
K04044,52,0,119,14,207,4,168,33
K04755,0,0,9,0,19,0,42,0
K06182,2,0,9,0,33,0,47,4
K06886,0,0,0,0,0,0,0,0
K03088,20,8,313,47,140,3,161,277
K01652,36,8,202,17,343,6,268,74
K01653,3,0,27,0,89,0,113,2
K00053,12,2,47,6,185,0,196,6
K09807,155,8,1465,48,468,6,398,217
K17103,5,0,33,0,84,2,83,22
K01649,0,0,0,0,0,0,0,0
K02956,14,2,96,15,176,0,166,40
K00962,37,6,155,4,425,0,300,36
K06006,0,0,0,0,26,0,38,0
K02483,18,0,22,0,81,0,104,3
K01494,4,0,4,0,43,0,38,0
K07090,0,0,18,0,58,0,73,4
K02238,1,0,4,0,49,0,53,1
K07484,0,1,0,0,16,0,14,0
K00986,62,2,188,34,330,0,252,88
K06198,0,0,0,0,0,0,0,0
K07459,2,0,19,0,253,0,311,1
K02238,16,2,49,0,338,0,330,5
K17675,8,2,17,4,81,0,90,29
K03424,6,0,13,0,46,0,62,2
K09810,0,0,0,0,22,0,19,0
K09808,0,0,10,0,78,0,67,0
K09808,8,0,8,0,174,0,184,3
K12542,3,0,2,0,21,1,15,2
K12541,9,0,18,0,82,0,119,0
K00499,7,0,28,0,237,2,292,2
K15270,3,0,4,0,148,0,213,2
K01011,13,0,39,5,109,0,126,3
K05803,0,0,0,0,0,0,0,0
K16267,0,0,1,0,0,0,1,0
K02335,21,0,45,4,188,2,227,10
K01061,0,0,0,0,0,0,0,0
K03657,0,0,1,0,19,0,21,0
K02204,0,0,0,0,0,0,0,0
K00121,1,0,2,0,167,0,189,0
K22010,9,0,79,2,138,0,214,21
K00788,21,0,81,6,61,0,61,13
K03147,1,0,3,1,97,0,121,2
K03149,0,0,0,0,0,0,0,0
K03154,0,0,0,0,0,0,0,0
K21023,4,0,5,0,160,0,230,0
K01873,30,2,77,2,482,2,514,14
K03286,0,0,0,0,88,0,110,0
K03551,0,0,6,1,94,0,97,0
K09768,0,0,0,0,0,0,0,0
K03550,2,0,2,0,50,0,52,0
K00602,10,0,23,0,111,0,82,12
K01159,0,0,0,0,0,0,0,0
K05540,6,0,26,0,260,0,245,0
K03557,0,0,0,0,0,0,0,0
K15634,2,0,12,2,169,2,224,2
K01866,60,2,91,2,90,0,88,12
K07560,0,0,0,0,0,0,0,0
K19620,32,8,94,2,127,2,150,25
K19621,7,0,23,0,112,0,136,3
K19622,24,0,34,0,88,0,77,0
K19623,9,0,10,0,30,0,38,1
K01302,16,3,134,5,94,0,144,23
K01173,0,0,0,0,0,0,0,0
K07263,3,1,13,2,256,0,230,5
K10026,8,0,24,4,139,0,138,6
K01737,0,0,11,0,38,0,57,6
K11991,26,0,40,0,41,1,36,4
K16087,56,4,191,2,286,1,363,16
K07225,52,0,133,1,190,0,174,2
K01297,4,0,18,6,106,2,108,10
K07148,1,0,1,0,34,0,45,0
K23242,0,0,0,0,0,0,0,0
K06153,2,0,12,0,69,0,75,20
K03566,0,0,0,0,9,0,5,0
K07017,0,2,3,0,0,0,0,0
K03409,15,0,13,0,83,0,76,14
K06158,44,15,188,46,204,6,235,93
K02575,10,0,3,0,72,0,62,0
K01673,0,0,0,0,0,0,0,0
K02575,4,0,2,0,183,0,214,0
K16088,10,0,4,0,225,0,190,2
K07165,2,0,7,0,72,0,96,2
K23514,9,0,19,1,28,0,22,1
K02014,4,0,1,0,255,0,279,2
K02082,0,0,10,0,92,0,97,3
K16371,4,0,8,0,113,0,137,4
K02081,2,0,5,0,76,0,97,0
K01443,2,0,5,0,101,0,133,0
K03294,8,0,18,4,179,2,199,2
K00799,0,0,0,0,0,0,0,0
K03566,6,0,12,0,88,0,65,5
K03821,169,0,344,6,238,0,198,24
K03284,0,0,0,0,2,0,0,0
K23514,7,0,28,3,113,1,92,7
K07165,2,0,18,2,89,0,80,4
K16088,4,0,11,0,208,0,188,2
K04066,0,0,0,0,2,0,2,0
K01599,4,0,14,2,520,0,347,8
K03118,0,0,2,0,27,0,22,0
K03117,4,0,25,0,100,0,111,2
K03116,9,0,36,2,29,0,30,18
K02503,24,8,152,17,137,4,131,74
K01523,3,0,17,0,66,0,60,0
K01496,0,0,0,0,1,0,0,0
K02500,2,0,5,2,90,0,125,2
K01814,8,0,39,0,128,0,110,6
K02501,9,0,32,6,247,0,299,23
K01693,2,0,6,0,46,0,82,6
K00817,15,4,34,1,160,0,200,11
K07319,1,0,2,2,62,0,86,3
K00013,7,2,7,1,171,0,194,0
K00765,2,0,5,0,11,0,13,0
K00790,2,0,22,0,116,1,100,0
K05527,0,0,0,0,0,0,0,0
K01990,4,0,20,2,287,0,221,2
K07122,4,1,13,4,19,0,17,3
K07323,1,0,6,1,27,0,21,2
K04754,30,7,293,10,203,0,231,48
K00265,54,15,75,12,377,2,389,14
K02067,0,0,0,0,0,0,0,0
K02066,0,0,0,0,0,0,0,0
K02065,0,0,0,0,0,0,0,0
K00266,0,0,0,0,0,0,0,0
K07491,71,3,430,9,195,0,222,31
K00163,2,2,4,6,365,2,502,4
K00799,2,0,6,0,64,0,83,2
K07085,4,0,15,4,31,0,42,4
K11527,9,0,15,2,126,0,111,2
K02488,0,0,0,0,0,0,0,0
K12282,9,0,43,3,106,0,98,8
K12283,2,0,42,0,242,0,225,10
K12276,32,2,97,6,227,0,220,39
K12278,5,0,16,6,91,0,115,0
K10924,34,1,104,4,106,0,109,31
K10926,5,0,23,0,50,0,55,0
K10927,2,0,5,0,59,0,56,0
K12285,6,0,5,0,51,0,42,7
K12286,5,0,2,0,59,0,50,0
K12279,28,2,32,0,128,0,101,19
K12280,8,0,11,0,78,0,70,0
K12281,3,0,14,0,10,0,14,2
K12282,15,0,35,1,163,0,149,6
K12283,0,0,3,0,103,0,82,0
K12284,6,0,12,0,48,0,27,0
K03832,0,0,0,0,0,0,0,0
K03561,0,0,0,0,0,0,0,0
K03559,0,0,0,0,0,0,0,0
K07165,3,0,5,0,258,2,213,0
K03088,4,2,2,0,31,0,50,6
K06959,39,3,95,2,471,0,494,4
K03829,11,0,10,0,89,0,58,0
K07390,38,8,319,24,129,1,135,143
K03186,10,1,65,14,41,1,39,19
K00253,31,6,126,12,222,0,243,49
K00906,0,1,27,2,526,2,514,10
K00626,35,0,57,8,163,0,229,2
K00248,6,1,12,3,117,1,126,8
K07058,0,0,0,0,0,0,0,0
K02014,3,0,16,2,278,0,229,3
K01297,0,0,0,0,0,0,0,0
K06373,6,0,14,0,324,0,440,4
K07259,4,2,20,4,217,2,218,12
K03431,3,0,5,0,170,0,297,1
K03798,31,2,90,8,111,2,110,38
K00796,0,0,0,0,0,0,0,0
K01955,11,0,45,2,134,0,162,17
K02427,0,0,0,0,0,0,0,0
K07574,0,0,0,0,0,0,0,0
K03624,0,0,0,0,0,0,0,0
K01956,6,3,43,12,200,2,193,21
K07001,25,3,44,6,64,0,73,21
K11477,0,0,0,0,0,0,0,0
K03623,1,0,0,0,55,0,50,0
K01649,22,4,71,28,263,2,258,55
K03406,14,0,52,2,54,0,70,18
K18912,0,0,1,0,1,0,1,0
K18911,13,0,48,4,136,2,123,4
K02003,18,2,45,0,141,2,112,25
K22310,0,0,0,0,0,0,0,0
K02379,0,0,0,0,0,0,0,0
K01524,14,4,91,14,130,8,117,26
K07300,16,4,49,2,174,0,135,6
K21023,14,0,66,4,260,0,296,17
K03406,1,0,0,0,9,0,9,0
K01271,0,0,0,0,0,0,0,0
K02618,3,0,7,0,382,0,326,0
K02617,13,1,42,0,68,0,63,4
K01996,0,0,10,2,107,0,119,5
K01995,3,0,24,1,52,0,64,0
K01998,3,0,23,2,181,0,324,2
K01997,4,0,10,0,119,0,150,0
K01999,4,0,16,2,141,0,220,0
K00632,15,0,54,7,192,1,217,10
K01912,46,0,96,0,203,0,186,4
K00074,12,0,31,3,249,0,231,11
K02614,0,0,0,0,0,0,0,0
K15866,3,2,23,0,90,0,107,2
K02613,14,0,52,4,172,0,165,3
K02612,2,0,12,1,57,0,69,3
K02611,31,0,113,4,110,0,90,14
K02609,26,0,124,13,149,0,194,23
K02610,0,0,0,0,0,0,0,0
K02616,4,0,33,2,171,1,173,2
K02014,2,0,10,0,139,0,212,0
K03592,3,0,1,2,168,0,286,1
K09889,11,2,60,6,139,0,117,27
K03831,0,0,0,0,0,0,0,0
K06999,0,0,0,0,0,0,0,0
K18336,0,0,0,0,0,0,0,0
K03406,2,0,4,0,155,0,205,0
K03652,0,0,5,0,35,0,40,0
K06077,91,1,377,14,163,0,181,58
K05846,3,1,27,4,120,0,134,12
K00657,0,0,0,0,0,0,0,0
K01468,7,0,51,2,184,6,197,9
K05603,18,0,39,2,89,2,63,0
K09975,0,0,0,0,0,0,0,0
K01458,0,0,1,0,2,0,4,0
K01745,24,0,52,0,93,0,99,0
K01712,74,0,175,4,247,0,264,12
K09990,5,0,0,0,39,0,34,1
K10778,3,0,18,1,134,0,135,4
K05836,16,0,54,0,171,0,247,10
K11527,22,0,80,0,410,0,463,7
K03671,52,2,387,24,212,6,234,173
K03628,10,8,131,8,333,2,293,37
K02909,6,0,68,4,237,0,106,59
K00666,0,0,7,0,43,0,28,1
K02336,10,0,16,2,347,0,444,4
K22479,0,0,0,1,50,0,41,2
K20974,14,0,22,4,357,2,399,6
K07814,2,0,18,0,101,0,118,3
K00029,6,0,6,0,26,0,22,1
K03449,11,2,22,1,118,1,142,13
K21023,13,3,29,7,125,3,143,21
K00946,0,0,0,0,0,0,0,0
K03743,0,0,0,0,2,0,0,0
K07263,15,0,46,0,507,0,537,0
K01738,0,0,0,0,0,0,0,0
K01802,9,0,46,3,228,0,234,3
K22132,12,3,42,1,115,4,99,10
K01975,0,0,1,0,0,0,1,0
K00275,14,0,36,0,244,2,254,2
K00574,14,0,151,19,276,2,293,37
K07304,0,0,1,0,3,0,1,1
K07275,1,0,1,0,13,0,26,0
K12686,12,0,27,0,161,0,217,5
K07566,55,0,157,7,171,6,165,29
K01589,24,0,70,0,149,0,190,0
K01588,0,0,5,0,18,0,20,0
K01923,9,0,8,0,31,0,31,1
K01624,2,0,38,2,90,2,152,9
K00873,18,2,100,12,276,0,274,16
K00927,16,0,30,1,173,2,214,2
K01423,0,0,0,0,2,0,1,0
K07019,0,0,0,0,0,0,0,0
K03637,0,0,0,0,0,0,0,0
K02650,0,0,0,0,0,0,0,0
K01902,0,0,0,0,58,0,61,1
K01903,45,0,111,8,198,0,114,12
K03565,0,0,0,1,6,0,9,0
K03553,26,4,68,0,131,1,114,18
K07774,18,0,35,0,108,1,126,0
K07649,6,0,21,2,187,1,218,7
K14393,3,0,37,2,405,4,437,2
K00108,3,0,12,0,421,2,488,2
